dateP;dateQ;P_mm;Q_ls;year
2020-02-11 01:24:00;2020-02-11 01:24:00;0.0;;2020
2020-02-11 01:29:00;2020-02-11 01:29:00;0.0;;2020
2020-02-11 01:34:00;2020-02-11 01:34:00;0.0;30.7493621412604;2020
2020-02-11 01:39:00;2020-02-11 01:39:00;0.0;;2020
2020-02-11 01:44:00;2020-02-11 01:44:00;0.0;;2020
2020-02-11 01:49:00;2020-02-11 01:49:00;0.0;29.0530900157656;2020
2020-02-11 01:54:00;2020-02-11 01:54:00;0.0;;2020
2020-02-11 01:59:00;2020-02-11 01:59:00;0.0;;2020
2020-02-11 02:04:00;2020-02-11 02:04:00;0.0;29.331170286756;2020
2020-02-11 02:09:00;2020-02-11 02:09:00;0.0;;2020
2020-02-11 02:14:00;2020-02-11 02:14:00;0.0;;2020
2020-02-11 02:19:00;2020-02-11 02:19:00;0.0;28.5024852139109;2020
2020-02-11 02:24:00;2020-02-11 02:24:00;0.0;;2020
2020-02-11 02:29:00;2020-02-11 02:29:00;0.0;;2020
2020-02-11 02:34:00;2020-02-11 02:34:00;0.0;28.7768617564749;2020
2020-02-11 02:39:00;2020-02-11 02:39:00;0.0;;2020
2020-02-11 02:44:00;2020-02-11 02:44:00;0.0;;2020
2020-02-11 02:49:00;2020-02-11 02:49:00;0.0;28.5024852139109;2020
2020-02-11 02:54:00;2020-02-11 02:54:00;0.0;;2020
2020-02-11 02:59:00;2020-02-11 02:59:00;0.0;;2020
2020-02-11 03:04:00;2020-02-11 03:04:00;0.0;27.9592860990709;2020
2020-02-11 03:09:00;2020-02-11 03:09:00;0.0;;2020
2020-02-11 03:14:00;2020-02-11 03:14:00;0.0;;2020
2020-02-11 03:19:00;2020-02-11 03:19:00;0.0;29.0530900157656;2020
2020-02-11 03:24:00;2020-02-11 03:24:00;0.0;;2020
2020-02-11 03:29:00;2020-02-11 03:29:00;0.0;;2020
2020-02-11 03:34:00;2020-02-11 03:34:00;0.0;27.6904629368487;2020
2020-02-11 03:39:00;2020-02-11 03:39:00;0.0;;2020
2020-02-11 03:44:00;2020-02-11 03:44:00;0.0;;2020
2020-02-11 03:49:00;2020-02-11 03:49:00;0.0;28.5024852139109;2020
2020-02-11 03:54:00;2020-02-11 03:54:00;0.0;;2020
2020-02-11 03:59:00;2020-02-11 03:59:00;0.0;;2020
2020-02-11 04:04:00;2020-02-11 04:04:00;0.0;28.2299600931006;2020
2020-02-11 04:09:00;2020-02-11 04:09:00;0.0;;2020
2020-02-11 04:14:00;2020-02-11 04:14:00;0.0;;2020
2020-02-11 04:19:00;2020-02-11 04:19:00;0.0;28.5024852139109;2020
2020-02-11 04:24:00;2020-02-11 04:24:00;0.0;;2020
2020-02-11 04:29:00;2020-02-11 04:29:00;0.0;;2020
2020-02-11 04:34:00;2020-02-11 04:34:00;0.0;27.6904629368487;2020
2020-02-11 04:39:00;2020-02-11 04:39:00;0.0;;2020
2020-02-11 04:44:00;2020-02-11 04:44:00;0.0;;2020
2020-02-11 04:49:00;2020-02-11 04:49:00;0.0;28.7768617564749;2020
2020-02-11 04:54:00;2020-02-11 04:54:00;0.0;;2020
2020-02-11 04:59:00;2020-02-11 04:59:00;0.0;;2020
2020-02-11 05:04:00;2020-02-11 05:04:00;0.0;27.6904629368487;2020
2020-02-11 05:09:00;2020-02-11 05:09:00;0.0;;2020
2020-02-11 05:14:00;2020-02-11 05:14:00;0.0;;2020
2020-02-11 05:19:00;2020-02-11 05:19:00;0.0;27.9592860990709;2020
2020-02-11 05:24:00;2020-02-11 05:24:00;0.0;;2020
2020-02-11 05:29:00;2020-02-11 05:29:00;0.0;;2020
2020-02-11 05:34:00;2020-02-11 05:34:00;0.0;29.331170286756;2020
2020-02-11 05:39:00;2020-02-11 05:39:00;0.0;;2020
2020-02-11 05:44:00;2020-02-11 05:44:00;0.0;;2020
2020-02-11 05:49:00;2020-02-11 05:49:00;0.0;27.9592860990709;2020
2020-02-11 05:54:00;2020-02-11 05:54:00;0.0;;2020
2020-02-11 05:59:00;2020-02-11 05:59:00;0.0;;2020
2020-02-11 06:04:00;2020-02-11 06:04:00;0.0;27.9592860990709;2020
2020-02-11 06:09:00;2020-02-11 06:09:00;0.0;;2020
2020-02-11 06:14:00;2020-02-11 06:14:00;0.0;;2020
2020-02-11 06:19:00;2020-02-11 06:19:00;0.0;27.6904629368487;2020
2020-02-11 06:24:00;2020-02-11 06:24:00;0.0;;2020
2020-02-11 06:29:00;2020-02-11 06:29:00;0.0;;2020
2020-02-11 06:34:00;2020-02-11 06:34:00;0.0;27.423490311461;2020
2020-02-11 06:39:00;2020-02-11 06:39:00;0.0;;2020
2020-02-11 06:44:00;2020-02-11 06:44:00;0.0;;2020
2020-02-11 06:49:00;2020-02-11 06:49:00;0.0;27.1583679279349;2020
2020-02-11 06:54:00;2020-02-11 06:54:00;0.0;;2020
2020-02-11 06:59:00;2020-02-11 06:59:00;0.0;;2020
2020-02-11 07:04:00;2020-02-11 07:04:00;0.0;27.1583679279349;2020
2020-02-11 07:09:00;2020-02-11 07:09:00;0.0;;2020
2020-02-11 07:14:00;2020-02-11 07:14:00;0.0;;2020
2020-02-11 07:19:00;2020-02-11 07:19:00;0.0;27.1583679279349;2020
2020-02-11 07:24:00;2020-02-11 07:24:00;0.0;;2020
2020-02-11 07:29:00;2020-02-11 07:29:00;0.0;;2020
2020-02-11 07:34:00;2020-02-11 07:34:00;0.0;27.1583679279349;2020
2020-02-11 07:39:00;2020-02-11 07:39:00;0.0;;2020
2020-02-11 07:44:00;2020-02-11 07:44:00;0.0;;2020
2020-02-11 07:49:00;2020-02-11 07:49:00;0.0;27.423490311461;2020
2020-02-11 07:54:00;2020-02-11 07:54:00;0.0;;2020
2020-02-11 07:59:00;2020-02-11 07:59:00;0.0;;2020
2020-02-11 08:04:00;2020-02-11 08:04:00;0.0;26.8950954912971;2020
2020-02-11 08:09:00;2020-02-11 08:09:00;0.0;;2020
2020-02-11 08:14:00;2020-02-11 08:14:00;0.0;;2020
2020-02-11 08:19:00;2020-02-11 08:19:00;0.0;27.9592860990709;2020
2020-02-11 08:24:00;2020-02-11 08:24:00;0.0;;2020
2020-02-11 08:29:00;2020-02-11 08:29:00;0.0;;2020
2020-02-11 08:34:00;2020-02-11 08:34:00;0.0;28.2299600931006;2020
2020-02-11 08:39:00;2020-02-11 08:39:00;0.0;;2020
2020-02-11 08:44:00;2020-02-11 08:44:00;0.0;;2020
2020-02-11 08:49:00;2020-02-11 08:49:00;0.0;27.9592860990709;2020
2020-02-11 08:54:00;2020-02-11 08:54:00;0.0;;2020
2020-02-11 08:59:00;2020-02-11 08:59:00;0.0;;2020
2020-02-11 09:04:00;2020-02-11 09:04:00;0.0;27.6904629368487;2020
2020-02-11 09:09:00;2020-02-11 09:09:00;0.0;;2020
2020-02-11 09:14:00;2020-02-11 09:14:00;0.0;;2020
2020-02-11 09:19:00;2020-02-11 09:19:00;0.0;28.5024852139109;2020
2020-02-11 09:24:00;2020-02-11 09:24:00;0.0;;2020
2020-02-11 09:29:00;2020-02-11 09:29:00;0.0;;2020
2020-02-11 09:34:00;2020-02-11 09:34:00;0.0;27.6904629368487;2020
2020-02-11 09:39:00;2020-02-11 09:39:00;0.0;;2020
2020-02-11 09:44:00;2020-02-11 09:44:00;0.0;;2020
2020-02-11 09:49:00;2020-02-11 09:49:00;0.0;28.5024852139109;2020
2020-02-11 09:54:00;2020-02-11 09:54:00;0.0;;2020
2020-02-11 09:59:00;2020-02-11 09:59:00;0.0;;2020
2020-02-11 10:04:00;2020-02-11 10:04:00;0.0;27.9592860990709;2020
2020-02-11 10:09:00;2020-02-11 10:09:00;0.0;;2020
2020-02-11 10:14:00;2020-02-11 10:14:00;0.0;;2020
2020-02-11 10:19:00;2020-02-11 10:19:00;0.0;28.5024852139109;2020
2020-02-11 10:24:00;2020-02-11 10:24:00;0.0;;2020
2020-02-11 10:29:00;2020-02-11 10:29:00;0.0;;2020
2020-02-11 10:34:00;2020-02-11 10:34:00;0.0;27.9592860990709;2020
2020-02-11 10:39:00;2020-02-11 10:39:00;0.5;;2020
2020-02-11 10:44:00;2020-02-11 10:44:00;0.0;;2020
2020-02-11 10:49:00;2020-02-11 10:49:00;0.0;29.0530900157656;2020
2020-02-11 10:54:00;2020-02-11 10:54:00;0.0;;2020
2020-02-11 10:59:00;2020-02-11 10:59:00;0.0;;2020
2020-02-11 11:04:00;2020-02-11 11:04:00;0.0;27.423490311461;2020
2020-02-11 11:09:00;2020-02-11 11:09:00;0.0;;2020
2020-02-11 11:14:00;2020-02-11 11:14:00;0.0;;2020
2020-02-11 11:19:00;2020-02-11 11:19:00;0.0;28.7768617564749;2020
2020-02-11 11:24:00;2020-02-11 11:24:00;0.0;;2020
2020-02-11 11:29:00;2020-02-11 11:29:00;0.0;;2020
2020-02-11 11:34:00;2020-02-11 11:34:00;0.0;27.9592860990709;2020
2020-02-11 11:39:00;2020-02-11 11:39:00;0.0;;2020
2020-02-11 11:44:00;2020-02-11 11:44:00;0.0;;2020
2020-02-11 11:49:00;2020-02-11 11:49:00;0.0;28.7768617564749;2020
2020-02-11 11:54:00;2020-02-11 11:54:00;0.0;;2020
2020-02-11 11:59:00;2020-02-11 11:59:00;0.0;;2020
2020-02-11 12:04:00;2020-02-11 12:04:00;0.0;28.2299600931006;2020
2020-02-11 12:09:00;2020-02-11 12:09:00;0.0;;2020
2020-02-11 12:14:00;2020-02-11 12:14:00;0.0;;2020
2020-02-11 12:19:00;2020-02-11 12:19:00;0.0;28.2299600931006;2020
2020-02-11 12:24:00;2020-02-11 12:24:00;0.0;;2020
2020-02-11 12:29:00;2020-02-11 12:29:00;0.0;;2020
2020-02-11 12:34:00;2020-02-11 12:34:00;0.0;28.5024852139109;2020
2020-02-11 12:39:00;2020-02-11 12:39:00;0.0;;2020
2020-02-11 12:44:38;2020-02-11 12:44:00;0.5;;2020
2020-02-11 12:49:00;2020-02-11 12:49:00;0.0;28.7768617564749;2020
2020-02-11 12:54:00;2020-02-11 12:54:00;0.0;;2020
2020-02-11 12:59:00;2020-02-11 12:59:00;0.0;;2020
2020-02-11 13:04:00;2020-02-11 13:04:00;0.0;28.2299600931006;2020
2020-02-11 13:09:00;2020-02-11 13:09:00;0.0;;2020
2020-02-11 13:14:00;2020-02-11 13:14:00;0.0;;2020
2020-02-11 13:19:00;2020-02-11 13:19:00;0.0;28.7768617564749;2020
2020-02-11 13:24:00;2020-02-11 13:24:00;0.0;;2020
2020-02-11 13:29:00;2020-02-11 13:29:00;0.0;;2020
2020-02-11 13:34:00;2020-02-11 13:34:00;0.0;29.331170286756;2020
2020-02-11 13:39:00;2020-02-11 13:39:00;0.0;;2020
2020-02-11 13:44:00;2020-02-11 13:44:00;0.0;;2020
2020-02-11 13:49:00;2020-02-11 13:49:00;0.0;28.2299600931006;2020
2020-02-11 13:54:00;2020-02-11 13:54:00;0.0;;2020
2020-02-11 13:59:00;2020-02-11 13:59:00;0.0;;2020
2020-02-11 14:04:00;2020-02-11 14:04:00;0.0;28.2299600931006;2020
2020-02-11 14:09:00;2020-02-11 14:09:00;0.0;;2020
2020-02-11 14:14:00;2020-02-11 14:14:00;0.0;;2020
2020-02-11 14:19:00;2020-02-11 14:19:00;0.0;27.9592860990709;2020
2020-02-11 14:24:00;2020-02-11 14:24:00;0.0;;2020
2020-02-11 14:29:00;2020-02-11 14:29:00;0.0;;2020
2020-02-11 14:34:00;2020-02-11 14:34:00;0.0;28.5024852139109;2020
2020-02-11 14:39:00;2020-02-11 14:39:00;0.0;;2020
2020-02-11 14:44:00;2020-02-11 14:44:00;0.0;;2020
2020-02-11 14:49:00;2020-02-11 14:49:00;0.0;28.7768617564749;2020
2020-02-11 14:54:00;2020-02-11 14:54:00;0.0;;2020
2020-02-11 14:59:00;2020-02-11 14:59:00;0.0;;2020
2020-02-11 15:04:00;2020-02-11 15:04:00;0.0;27.9592860990709;2020
2020-02-11 15:09:00;2020-02-11 15:09:00;0.0;;2020
2020-02-11 15:14:00;2020-02-11 15:14:00;0.0;;2020
2020-02-11 15:19:00;2020-02-11 15:19:00;0.0;27.423490311461;2020
2020-02-11 15:24:00;2020-02-11 15:24:00;0.0;;2020
2020-02-11 15:29:00;2020-02-11 15:29:00;0.0;;2020
2020-02-11 15:34:00;2020-02-11 15:34:00;0.0;28.5024852139109;2020
2020-02-11 15:39:00;2020-02-11 15:39:00;0.0;;2020
2020-02-11 15:44:00;2020-02-11 15:44:00;0.0;;2020
2020-02-11 15:49:00;2020-02-11 15:49:00;0.0;28.7768617564749;2020
2020-02-11 15:54:00;2020-02-11 15:54:00;0.0;;2020
2020-02-11 15:59:00;2020-02-11 15:59:00;0.0;;2020
2020-02-11 16:04:00;2020-02-11 16:04:00;0.0;28.5024852139109;2020
2020-02-11 16:09:00;2020-02-11 16:09:00;0.0;;2020
2020-02-11 16:14:00;2020-02-11 16:14:00;0.0;;2020
2020-02-11 16:19:00;2020-02-11 16:19:00;0.0;28.5024852139109;2020
2020-02-11 16:24:00;2020-02-11 16:24:00;0.0;;2020
2020-02-11 16:29:00;2020-02-11 16:29:00;0.0;;2020
2020-02-11 16:34:00;2020-02-11 16:34:00;0.0;28.2299600931006;2020
2020-02-11 16:39:00;2020-02-11 16:39:00;0.0;;2020
2020-02-11 16:44:00;2020-02-11 16:44:00;0.0;;2020
2020-02-11 16:49:00;2020-02-11 16:49:00;0.0;27.6904629368487;2020
2020-02-11 16:54:00;2020-02-11 16:54:00;0.0;;2020
2020-02-11 16:59:00;2020-02-11 16:59:00;0.0;;2020
2020-02-11 17:04:00;2020-02-11 17:04:00;0.0;27.9592860990709;2020
2020-02-11 17:09:00;2020-02-11 17:09:00;0.0;;2020
2020-02-11 17:14:00;2020-02-11 17:14:00;0.0;;2020
2020-02-11 17:19:00;2020-02-11 17:19:00;0.0;27.9592860990709;2020
2020-02-11 17:24:00;2020-02-11 17:24:00;0.0;;2020
2020-02-11 17:29:00;2020-02-11 17:29:00;0.0;;2020
2020-02-11 17:34:00;2020-02-11 17:34:00;0.0;28.5024852139109;2020
2020-02-11 17:39:00;2020-02-11 17:39:00;0.0;;2020
2020-02-11 17:44:00;2020-02-11 17:44:00;0.0;;2020
2020-02-11 17:49:00;2020-02-11 17:49:00;0.0;27.423490311461;2020
2020-02-11 17:54:00;2020-02-11 17:54:00;0.0;;2020
2020-02-11 17:59:00;2020-02-11 17:59:00;0.0;;2020
2020-02-11 18:04:00;2020-02-11 18:04:00;0.0;27.9592860990709;2020
2020-02-11 18:09:00;2020-02-11 18:09:00;0.0;;2020
2020-02-11 18:14:00;2020-02-11 18:14:00;0.0;;2020
2020-02-11 18:19:00;2020-02-11 18:19:00;0.0;27.6904629368487;2020
2020-02-11 18:24:00;2020-02-11 18:24:00;0.0;;2020
2020-02-11 18:29:00;2020-02-11 18:29:00;0.0;;2020
2020-02-11 18:34:00;2020-02-11 18:34:00;0.0;27.6904629368487;2020
2020-02-11 18:39:00;2020-02-11 18:39:00;0.0;;2020
2020-02-11 18:44:00;2020-02-11 18:44:00;0.0;;2020
2020-02-11 18:49:00;2020-02-11 18:49:00;0.0;27.6904629368487;2020
2020-02-11 18:54:00;2020-02-11 18:54:00;0.0;;2020
2020-02-11 18:59:00;2020-02-11 18:59:00;0.0;;2020
2020-02-11 19:04:00;2020-02-11 19:04:00;0.0;27.1583679279349;2020
2020-02-11 19:09:00;2020-02-11 19:09:00;0.0;;2020
2020-02-11 19:14:00;2020-02-11 19:14:00;0.0;;2020
2020-02-11 19:19:00;2020-02-11 19:19:00;0.0;27.9592860990709;2020
2020-02-11 19:24:00;2020-02-11 19:24:00;0.0;;2020
2020-02-11 19:29:00;2020-02-11 19:29:00;0.0;;2020
2020-02-11 19:34:00;2020-02-11 19:34:00;0.0;27.9592860990709;2020
2020-02-11 19:39:00;2020-02-11 19:39:00;0.0;;2020
2020-02-11 19:44:00;2020-02-11 19:44:00;0.0;;2020
2020-02-11 19:49:00;2020-02-11 19:49:00;0.0;27.423490311461;2020
2020-02-11 19:54:00;2020-02-11 19:54:00;0.0;;2020
2020-02-11 19:59:00;2020-02-11 19:59:00;0.0;;2020
2020-02-11 20:04:00;2020-02-11 20:04:00;0.0;27.1583679279349;2020
2020-02-11 20:09:00;2020-02-11 20:09:00;0.0;;2020
2020-02-11 20:14:00;2020-02-11 20:14:00;0.0;;2020
2020-02-11 20:19:00;2020-02-11 20:19:00;0.5;27.1583679279349;2020
2020-02-11 20:24:00;2020-02-11 20:24:00;0.0;;2020
2020-02-11 20:29:00;2020-02-11 20:29:00;0.0;;2020
2020-02-11 20:34:00;2020-02-11 20:34:00;0.0;26.8950954912971;2020
2020-02-11 20:39:00;2020-02-11 20:39:00;0.0;;2020
2020-02-11 20:44:00;2020-02-11 20:44:00;0.0;;2020
2020-02-11 20:49:00;2020-02-11 20:49:00;0.0;27.6904629368487;2020
2020-02-11 20:54:00;2020-02-11 20:54:00;0.0;;2020
2020-02-11 20:59:00;2020-02-11 20:59:00;0.0;;2020
2020-02-11 21:04:00;2020-02-11 21:04:00;0.0;27.9592860990709;2020
2020-02-11 21:09:00;2020-02-11 21:09:00;0.0;;2020
2020-02-11 21:14:00;2020-02-11 21:14:00;0.0;;2020
2020-02-11 21:19:00;2020-02-11 21:19:00;0.0;27.6904629368487;2020
2020-02-11 21:24:00;2020-02-11 21:24:00;0.0;;2020
2020-02-11 21:29:00;2020-02-11 21:29:00;0.0;;2020
2020-02-11 21:34:00;2020-02-11 21:34:00;0.0;27.1583679279349;2020
2020-02-11 21:39:00;2020-02-11 21:39:00;0.0;;2020
2020-02-11 21:44:00;2020-02-11 21:44:00;0.0;;2020
2020-02-11 21:49:00;2020-02-11 21:49:00;0.0;27.6904629368487;2020
2020-02-11 21:54:00;2020-02-11 21:54:00;0.0;;2020
2020-02-11 21:59:00;2020-02-11 21:59:00;0.0;;2020
2020-02-11 22:04:00;2020-02-11 22:04:00;0.0;28.2299600931006;2020
2020-02-11 22:09:00;2020-02-11 22:09:00;0.0;;2020
2020-02-11 22:14:00;2020-02-11 22:14:00;0.0;;2020
2020-02-11 22:19:00;2020-02-11 22:19:00;0.0;27.6904629368487;2020
2020-02-11 22:24:00;2020-02-11 22:24:00;0.0;;2020
2020-02-11 22:29:00;2020-02-11 22:29:00;0.0;;2020
2020-02-11 22:34:00;2020-02-11 22:34:00;0.0;27.423490311461;2020
2020-02-11 22:39:00;2020-02-11 22:39:00;0.0;;2020
2020-02-11 22:44:00;2020-02-11 22:44:00;0.0;;2020
2020-02-11 22:49:00;2020-02-11 22:49:00;0.0;26.8950954912971;2020
2020-02-11 22:54:00;2020-02-11 22:54:00;0.0;;2020
2020-02-11 22:59:00;2020-02-11 22:59:00;0.0;;2020
2020-02-11 23:04:00;2020-02-11 23:04:00;0.0;27.1583679279349;2020
2020-02-11 23:09:00;2020-02-11 23:09:00;0.0;;2020
2020-02-11 23:14:00;2020-02-11 23:14:00;0.0;;2020
2020-02-11 23:19:00;2020-02-11 23:19:00;0.0;26.3740992787947;2020
